"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"999","TC0300012816.hg.1","P2RY12","64805","purinergic receptor P2Y12",0.0432351090635734,4.44449069980517,0.119446148060962,0.906317785189695,0.970941232405988,-6.79541905126217
"1000","TC0300012834.hg.1","TMEM14EP","645843","transmembrane protein 14E, pseudogene",1.30644649527375,3.33035621022499,4.31250343377334,0.000469032817891566,0.00945723683952998,-0.264568117423659
"1001","TC0300012857.hg.1","DHX36","170506","DEAH-box helicase 36",0.110176437464387,8.44678111370064,0.706944174255919,0.489149578721773,0.774082968445252,-6.54533775354268
"1002","TC0300012943.hg.1","LXN","56925","latexin",-0.932358494100804,5.69952166015527,-2.84425365299896,0.0111842824998195,0.0779031526904721,-3.3500002718483
"1003","TC0300012945.hg.1","RARRES1","5918","retinoic acid receptor responder 1",0.0211974740666339,5.00662028940776,0.048801166178705,0.961644765692858,0.992555667108872,-6.80163133880787
"1004","TC0300012975.hg.1","B3GALNT1","8706","beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",0.113075406826058,3.89258142807773,0.437493222160137,0.6672440050939,0.875275062313359,-6.70335350562015
"1005","TC0300013080.hg.1","ACTRT3","84517","actin related protein T3",0.454472579199183,4.40690911640952,1.51560305825374,0.147936200006166,0.403569003235266,-5.67689280617992
"1006","TC0300013083.hg.1","LRRC34","151827","leucine rich repeat containing 34",-0.0656651456307253,4.89962211231746,-0.23316302533463,0.818410538864284,0.941365188979231,-6.7744937511604
"1007","TC0300013108.hg.1","TNIK","23043","TRAF2 and NCK interacting kinase",0.103967411930346,5.97441786630125,0.277287923380434,0.784892363628261,0.926037042365284,-6.7627613730147
"1008","TC0300013146.hg.1","TNFSF10","8743","TNF superfamily member 10",2.19926022487038,8.17869154469955,5.39146167806355,4.82039686218117e-05,0.00187746703366866,1.99385216356966
"1009","TC0300013151.hg.1","NCEH1","57552","neutral cholesterol ester hydrolase 1",-0.101997483834859,8.35266441513781,-0.484715399166352,0.634045640254902,0.858491495369981,-6.68086549346445
"1010","TC0300013255.hg.1","ZMAT3","64393","zinc finger matrin-type 3",-0.499033703465209,5.83049849061808,-2.63726482801334,0.0172605100837343,0.101589177519514,-3.7595935027665
"1011","TC0300013336.hg.1","LAMP3","27074","lysosomal associated membrane protein 3",2.08905839676425,8.11502755891907,4.66805413743345,0.00021896041059347,0.00542366107951311,0.489568627560498
"1012","TC0300013360.hg.1","ABCC5","10057","ATP binding cassette subfamily C member 5",-0.0332737203499205,5.58032454978311,-0.102896164709755,0.919245721758907,0.975173783681237,-6.79734185989258
"1013","TC0300013380.hg.1","ALG3","10195","ALG3 alpha-1,3- mannosyltransferase",-0.63348621448827,8.53022201094535,-2.96986702621671,0.00856699278960069,0.0648403767997229,-3.09618507852564
"1014","TC0300013381.hg.1","CAMK2N2","94032","calcium/calmodulin dependent protein kinase II inhibitor 2",0.16745140412985,3.74767126520985,0.55243480550347,0.587818901402184,0.834353808090555,-6.64471744104431
"1015","TC0300013386.hg.1","THPO","7066","thrombopoietin",0.571900324320342,3.4363774379327,2.72254382335508,0.0144479891767264,0.0911758663032651,-3.5922676888711
"1016","TC0300013420.hg.1","IGF2BP2","10644","insulin like growth factor 2 mRNA binding protein 2",-0.0478963588029711,5.84748887237377,-0.209212624454846,0.836761074711972,0.948582589804409,-6.78001805653397
"1017","TC0300013447.hg.1","RFC4","5984","replication factor C subunit 4",-0.514022168365154,5.87260807527577,-2.14558275331536,0.0465930530424379,0.193386220154635,-4.67512520190203
"1018","TC0300013461.hg.1","MASP1","5648","mannan binding lectin serine peptidase 1",-0.0315820282138763,3.34602878923529,-0.124755495678927,0.902175959508251,0.970653886401326,-6.79474165617397
"1019","TC0300013513.hg.1","P3H2","55214","prolyl 3-hydroxylase 2",0.364582690818438,3.35331185360642,1.0818848132566,0.294365852358736,0.602418227388905,-6.21114380974737
"1020","TC0300013520.hg.1","CLDN1","9076","claudin 1",0.558919184508487,5.66845589102486,0.814568055247499,0.426549271826202,0.726655471533272,-6.46256661254382
"1021","TC0300013555.hg.1","MB21D2","151963","Mab-21 domain containing 2",0.153808006537899,6.35094457171061,0.446467861014887,0.660876908085005,0.873823303680401,-6.69925260341519
"1022","TC0300013599.hg.1","GP5","2814","glycoprotein V platelet",-0.0401806426234637,2.36833735644543,-0.148330033567909,0.883822153426879,0.964141986180399,-6.79137890602782
"1023","TC0300013684.hg.1","TFRC","7037","transferrin receptor",0.592944203446548,8.56040007256778,1.69877478049596,0.10753047920158,0.328333012301726,-5.41009074594453
"1024","TC0300013701.hg.1","UBXN7","26043","UBX domain protein 7",-0.231310410454787,7.47049959399069,-1.30241744258638,0.210089859578953,0.490739399682152,-5.95774277701787
"1025","TC0300013703.hg.1","RNF168","165918","ring finger protein 168",-0.785535644200984,7.34872281507704,-4.13447193548039,0.000689009566632903,0.0120437017333887,-0.644089123093419
"1026","TC0300013733.hg.1","MELTF","4241","melanotransferrin",-0.801067078473396,5.0738229593861,-3.34121053930882,0.00385645479412677,0.0370033794949683,-2.32839200261451
"1027","TC0300013795.hg.1","OXNAD1","92106","oxidoreductase NAD binding domain containing 1",-0.63213226736903,5.98438384012151,-2.22194351594527,0.0401053304272045,0.176520618473017,-4.53930445337277
"1028","TC0300013814.hg.1","ZNF662","389114","zinc finger protein 662",0.0894297831405719,4.38206595139799,0.37383399373911,0.713135013850374,0.896847344786742,-6.7300987726295
"1029","TC0300013816.hg.1","GASK1A","729085","golgi associated kinase 1A",0.57788543279036,3.01700353678713,2.16255208126197,0.0450731523602275,0.190317996109912,-4.645171889142
"1030","TC0300013822.hg.1","EXOSC7","23016","exosome component 7",-0.456452910700204,6.16654058337235,-1.69604251034984,0.108055434895369,0.329439722994035,-5.41423162816852
"1031","TC0300013826.hg.1","P4HTM","54681","prolyl 4-hydroxylase, transmembrane",-0.136743548519947,5.01846996468934,-0.570093494258918,0.576048917284277,0.828651734428811,-6.63454221595397
"1032","TC0300013827.hg.1","WDR6","11180","WD repeat domain 6",-0.671600190245707,5.16634452325222,-2.33865041592543,0.0317857828925586,0.153686582837507,-4.32681971480412
"1033","TC0300013833.hg.1","CYB561D2","11068","cytochrome b561 family member D2",-0.1830993938708,5.28798986647168,-0.847305910672282,0.408559354657751,0.712786037956573,-6.43523729759762
"1034","TC0300013835.hg.1","TEX264","51368","testis expressed 264",-0.07000352908201,6.6037906410328,-0.365066808831128,0.719549819060481,0.899825799645828,-6.73345907309282
"1035","TC0300013838.hg.1","ABHD14A","25864","abhydrolase domain containing 14A",-0.499470274664501,4.62372215111024,-1.81310140606998,0.0874563557721468,0.286857606225972,-5.232696655929
"1036","TC0300013847.hg.1","PPP4R2","151987","protein phosphatase 4 regulatory subunit 2",0.303781956760215,8.58697915989431,1.5385294378069,0.14226756478806,0.392252000058507,-5.64473570394009
"1037","TC0300013855.hg.1","NFKBIZ","64332","NFKB inhibitor zeta",0.869625845058085,10.6254061745405,4.35782079739976,0.000425417599445196,0.00876345554902242,-0.16810957938974
"1038","TC0300013859.hg.1","CD200","4345","CD200 molecule",0.380428041105001,4.21147935725847,1.03313266601952,0.315972006449538,0.622813602966868,-6.26170313603811
"1039","TC0300013863.hg.1","UPK1B","7348","uroplakin 1B",0.33742481562904,4.82394199673106,0.631130425711983,0.536323575698656,0.802147498429505,-6.59700792155781
"1040","TC0300013866.hg.1","ALG1L2","644974","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2",-0.245137569440558,5.87520777829308,-1.21903398530583,0.239425947911192,0.532050172849439,-6.0581905138999
"1041","TC0300013877.hg.1","EPHB1","2047","EPH receptor B1",0.108563008395908,3.77493024955197,0.409383473696791,0.687354350669882,0.884876711659766,-6.71567068111422
"1042","TC0300013878.hg.1","NCK1","4690","NCK adaptor protein 1",-0.63271104659713,8.45991566551656,-3.37145784179123,0.0036120298710388,0.0355977071545781,-2.2649609515376
"1043","TC0300013888.hg.1","TSC22D2","9819","TSC22 domain family member 2",0.677295823206274,10.1045460534254,3.82079606050201,0.00136104058246342,0.0187962892874327,-1.31328228832061
"1044","TC0300013896.hg.1","MFSD1","64747","major facilitator superfamily domain containing 1",-0.131475197305312,10.6574345665619,-0.849155417268754,0.407557906097195,0.712708598816621,-6.43366379508523
"1045","TC0300013915.hg.1","TPRG1","285386","tumor protein p63 regulated 1",-0.084925967086293,5.79340114785036,-0.355379605594756,0.726662890889296,0.904235887580247,-6.73708070248273
"1046","TC0300013920.hg.1","NRROS","375387","negative regulator of reactive oxygen species",-0.332467924095488,6.06844430479712,-1.17504035363309,0.256125287471776,0.554638771187128,-6.10894485665873
"1047","TC0300013921.hg.1","PIGX","54965","phosphatidylinositol glycan anchor biosynthesis class X",-0.00149446631965855,5.54600941515113,-0.00787513677366236,0.993808010006739,0.999598054610744,-6.80284418637291
"1048","TC0300013926.hg.1","SUMF1","285362","sulfatase modifying factor 1",-0.183542037164781,6.44507195801542,-0.783719430877067,0.44395455439573,0.738990889866206,-6.48740698477806
"1049","TC0300013930.hg.1","SSUH2","51066","ssu-2 homolog",0.0573019922726989,3.57481341792118,0.229005397803286,0.821588625453572,0.942912585687527,-6.7754953828656
"1050","TC0300013932.hg.1","SRGAP3","9901","SLIT-ROBO Rho GTPase activating protein 3",0.197087562403772,5.03007061878412,0.800630637319165,0.434358754254437,0.73455631606665,-6.4738995527454
"1051","TC0300013938.hg.1","VGLL4","9686","vestigial like family member 4",-0.214061558071847,6.41088020691739,-0.983268580003017,0.339220934356858,0.648676177106595,-6.31128583118098
"1052","TC0300013945.hg.1","METTL6","131965","methyltransferase like 6",-0.360593094563847,5.62117126025616,-1.4068020194909,0.177449446176945,0.44820431117827,-5.82441731602309
"1053","TC0300013958.hg.1","HHATL","57467","hedgehog acyltransferase like",0.115342809041183,3.96567883851441,0.447418466604165,0.660204049909657,0.873732902623294,-6.69881346641919
"1054","TC0300013966.hg.1","PRSS45P","377047","serine protease 45, pseudogene",-0.323081319389617,4.6941369147824,-1.30548597688543,0.209066745446714,0.489831646388053,-5.95394211363066
"1055","TC0300013968.hg.1","CCDC51","79714","coiled-coil domain containing 51",-0.649861000818674,3.52224255453681,-2.97057234606364,0.00855412759816446,0.0648403767997229,-3.09475007997589
"1056","TC0300013988.hg.1","PCBP4","57060","poly(rC) binding protein 4",-0.0299773786766799,4.74284594417558,-0.102282149957351,0.919725827665,0.975173783681237,-6.79740769774544
"1057","TC0300013991.hg.1","TWF2","11344","twinfilin actin binding protein 2",-0.414390489734416,8.97268360279182,-2.43429504533229,0.0261994940793431,0.135331322808085,-4.14859923865827
"1058","TC0300013998.hg.1","SFMBT1","51460","Scm like with four mbt domains 1",0.020272286860151,6.34942371409775,0.120705862875903,0.905334824791065,0.970877229147324,-6.79526099068494
"1059","TC0300014001.hg.1","RFT1","91869","RFT1 homolog",-0.329698100117031,5.2636408226798,-1.72868293585585,0.101926658505259,0.316649417972073,-5.36445739367597
"1060","TC0300014002.hg.1","HESX1","8820","HESX homeobox 1",1.3029394553796,4.46188484859156,3.21498696616945,0.00506512890003576,0.0451186097403185,-2.59182865389796
"1061","TC0300014034.hg.1","COX17","10063","cytochrome c oxidase copper chaperone COX17",0.299370078186032,7.98723206454417,1.69577838117214,0.108106299428094,0.329439722994035,-5.41463167837041
"1062","TC0300014048.hg.1","NPHP3-ACAD11","100532724","NPHP3-ACAD11 readthrough (NMD candidate)",-0.173879719628226,5.48060970678746,-0.618217471979603,0.544601246594799,0.808264330095197,-6.60525307381141
"1063","TC0300014049.hg.1","ACAD11","84129","acyl-CoA dehydrogenase family member 11",-0.201545502818917,4.35504206602819,-0.909168733867494,0.375931924436621,0.688539610118794,-6.38090764101771
"1064","TC0300014053.hg.1","PIK3CB","5291","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",0.349922009139345,8.99626802457102,1.62777341151683,0.121906525621149,0.353803901426793,-5.51614602976256
"1065","TC0300014061.hg.1","PLSCR2","57047","phospholipid scramblase 2",0.781172527187573,5.03136837048038,3.17844850507282,0.00547987262604317,0.0476440297991732,-2.66766341151796
"1066","TC0300014062.hg.1","ANKUB1","389161","ankyrin repeat and ubiquitin domain containing 1",0.0122596030217097,3.404810758192,0.0487659508691557,0.961672419909615,0.992555667108872,-6.8016331352376
"1067","TC0300014081.hg.1","TMEM41A","90407","transmembrane protein 41A",-0.0897601156440135,7.70195002825118,-0.528183320500147,0.604178243820562,0.844973920705568,-6.65818788292053
"1068","TC0300014082.hg.1","ETV5","2119","ETS variant 5",-0.154622663058133,7.48949194518163,-0.579138555691872,0.570067418041868,0.825470571121324,-6.62921101307347
"1069","TC0300014083.hg.1","DGKG","1608","diacylglycerol kinase gamma",-0.533573561422025,3.83794942227262,-2.00586144829088,0.0610027107756314,0.227636152541401,-4.9164863556956
"1070","TC0300014084.hg.1","CRYGS","1427","crystallin gamma S",-0.701794017172591,3.92826042571082,-3.49793512017655,0.00274563580798872,0.0303527089799613,-1.9986576485291
"1071","TC0300014090.hg.1","ATP13A3","79572","ATPase 13A3",0.0871661353064361,11.2874175319627,0.482534041880288,0.635562346691737,0.859442558914343,-6.68195370601105
"1072","TC0300014092.hg.1","TM4SF19-TCTEX1D2","100534611","TM4SF19-TCTEX1D2 readthrough (NMD candidate)",-0.565171861431255,8.31056241754231,-2.48568964888666,0.0235928312319515,0.125179833065749,-4.05142431102133
"1073","TC0300014094.hg.1","TCTEX1D2","255758","Tctex1 domain containing 2",-0.0742813474380775,5.4345472723295,-0.251154983605058,0.804695651079309,0.934125491977807,-6.76995292729436
"1074","TC0300014095.hg.1","TM4SF19","116211","transmembrane 4 L six family member 19",-0.499008759485164,8.07348557464108,-1.86985745786917,0.0787722168578331,0.269278899251279,-5.14174225921701
"1075","TC0400006538.hg.1","TACC3","10460","transforming acidic coiled-coil containing protein 3",-0.268604176097163,6.17553042711721,-0.925032122770713,0.367855059888562,0.679930022906552,-6.36641622481914
"1076","TC0400006578.hg.1","SH3BP2","6452","SH3 domain binding protein 2",-0.610035659428945,9.93398104326677,-3.68940039418128,0.00181112495186076,0.0229346274962351,-1.59293327276086
"1077","TC0400006591.hg.1","HTT","3064","huntingtin",-0.124557236682236,8.68405111286308,-0.638483542855039,0.531640964698424,0.798495767990629,-6.59224018777091
"1078","TC0400006596.hg.1","MSANTD1","345222","Myb/SANT DNA binding domain containing 1",0.688166214550737,3.88574777315149,3.78986280868467,0.00145572102935034,0.0196586000231801,-1.37918102153287
"1079","TC0400006602.hg.1","HGFAC","3083","HGF activator",0.510544310040052,3.90732408156909,2.79831569150488,0.0123225852265343,0.0829625214670158,-3.44189235920058
"1080","TC0400006637.hg.1","ZBTB49","166793","zinc finger and BTB domain containing 49",-0.405793551900132,6.11799056918673,-1.98464684110861,0.0635129757147427,0.233115771403081,-4.95227561344147
"1081","TC0400006661.hg.1","STK32B","55351","serine/threonine kinase 32B",-0.170490074278169,3.81521205106312,-0.693527478491338,0.497317161638094,0.776933715552701,-6.55488533302789
"1082","TC0400006689.hg.1","MAN2B2","23324","mannosidase alpha class 2B member 2",-0.0684836401842652,8.70678005040433,-0.255903365260678,0.801086759541362,0.933727697583188,-6.7686986708807
"1083","TC0400006706.hg.1","TBC1D14","57533","TBC1 domain family member 14",-0.30056138838075,8.7871033927238,-0.831559078106287,0.417150312482075,0.719574943470024,-6.44850643520806
"1084","TC0400006745.hg.1","HTRA3","94031","HtrA serine peptidase 3",-0.395893263458015,5.36270740569884,-2.17034093743253,0.0443908768726911,0.188742124197167,-4.63137892625745
"1085","TC0400006773.hg.1","LOC650293","650293","seven transmembrane helix receptor",-0.178218513297403,4.10868513199302,-0.652709369120323,0.522646166343131,0.792123295963513,-6.58286696946478
"1086","TC0400006798.hg.1","USP17L17","100287327","ubiquitin specific peptidase 17 like family member 17",-0.0616052928803272,3.64492877283701,-0.243114200262091,0.81081716865142,0.937520001296399,-6.77202367229166
"1087","TC0400006930.hg.1","CPEB2","132864","cytoplasmic polyadenylation element binding protein 2",0.952726501466231,8.61599879883881,6.32712036370464,7.47121201335513e-06,0.000540329591213004,3.85058459212543
"1088","TC0400006951.hg.1","CD38","952","CD38 molecule",0.940248625693375,9.34621859256579,2.77210566398487,0.0130212673476989,0.08506983124759,-3.49408105243154
"1089","TC0400006987.hg.1","LAP3","51056","leucine aminopeptidase 3",0.227106012316328,10.7833837310191,1.34228199955252,0.197102636330861,0.473666513309497,-5.9078014938427
"1090","TC0400006990.hg.1","MED28","80306","mediator complex subunit 28",0.0928747349880057,7.91962733188547,0.571699287324288,0.574984651646635,0.828303596163345,-6.63360164601214
"1091","TC0400006994.hg.1","NCAPG","64151","non-SMC condensin I complex subunit G",-0.434414311757094,5.27134694531595,-1.24084263050622,0.231463845400479,0.519593744933015,-6.03245107152609
"1092","TC0400007054.hg.1","GBA3","57733","glucosylceramidase beta 3 (gene/pseudogene)",0.891325033708386,3.23327236413825,3.0917233476859,0.00660227521827773,0.0540313406555873,-2.84679563816961
"1093","TC0400007245.hg.1","TBC1D1","23216","TBC1 domain family member 1",0.0859806608085547,7.92452076922029,0.332686123804244,0.743426023922167,0.91123295655133,-6.74518889577374
"1094","TC0400007247.hg.1","PTTG2","10744","pituitary tumor-transforming 2",-0.033445870076231,3.58997771189198,-0.116395105284436,0.908699170994235,0.971852819220802,-6.79579501532256
"1095","TC0400007306.hg.1","N4BP2","55728","NEDD4 binding protein 2",0.0939637676647536,6.81134630111197,0.455870909368422,0.654234459046176,0.869559258049321,-6.69486872596823
"1096","TC0400007311.hg.1","RHOH","399","ras homolog family member H",1.10705965444899,5.27114033860023,3.17823810315024,0.00548235489701194,0.0476440297991732,-2.66809949754059
"1097","TC0400007344.hg.1","UCHL1","7345","ubiquitin C-terminal hydrolase L1",-0.0733273742811447,4.85303636644192,-0.235690288536125,0.816480285731104,0.940531322007248,-6.77387614763256
"1098","TC0400007345.hg.1","LIMCH1","22998","LIM and calponin homology domains 1",0.373604615875817,3.25515837903885,1.7393878212699,0.0999833309037689,0.312978826778651,-5.34798888919379
"1099","TC0400007399.hg.1","GUF1","60558","GUF1 homolog, GTPase",-0.558491495690778,6.98829914377993,-3.34160836074174,0.00385313633857113,0.0370033794949683,-2.32755844445531
"1100","TC0400007556.hg.1","SRD5A3","79644","steroid 5 alpha-reductase 3",-0.20053990138179,9.31355689658732,-0.789530940460279,0.440642174594962,0.737108903114432,-6.48279536680003
"1101","TC0400007840.hg.1","CXCL1","2919","C-X-C motif chemokine ligand 1",1.45021912896037,8.88187360374754,5.80763783849192,2.07420472750822e-05,0.00104431698889327,2.83366154178709
"1102","TC0400007851.hg.1","EPGN","255324","epithelial mitogen",0.20633894481432,3.27005261315328,0.664056496582302,0.515533032436655,0.787582126070774,-6.57524976495415
"1103","TC0400007853.hg.1","EREG","2069","epiregulin",2.69253056424303,9.18674552577723,7.09049956191497,1.78019668925088e-06,0.000183241579213557,5.27672266750923
"1104","TC0400007913.hg.1","SEPTIN11","55752","septin 11",0.0719664149140318,8.02909630279704,0.423736670400085,0.677054414347775,0.880206671022837,-6.70948138377209
"1105","TC0400007933.hg.1","ANXA3","306","annexin A3",0.611149710976956,4.0434982759979,1.8235431118147,0.0857980864996323,0.283666478705423,-5.21610345636069
"1106","TC0400007938.hg.1","BMP2K","55589","BMP2 inducible kinase",-0.163178158273027,10.4763381993917,-0.832515910996092,0.416625003235093,0.719574943470024,-6.44770669237212
"1107","TC0400007958.hg.1","PRDM8","56978","PR/SET domain 8",1.20252337435736,5.14934895945899,4.43820858359806,0.000357906884117552,0.0078569890390166,0.00279242028095883
"1108","TC0400008007.hg.1","GPAT3","84803","glycerol-3-phosphate acyltransferase 3",-0.618749428283382,5.08802409351891,-1.61306730661804,0.125080909563877,0.360863914029335,-5.53770294584562
"1109","TC0400008030.hg.1","ARHGAP24","83478","Rho GTPase activating protein 24",-0.00814210953216943,5.52510697193094,-0.023116639684281,0.981825576212124,0.998022749352227,-6.8025971828408
"1110","TC0400008041.hg.1","PTPN13","5783","protein tyrosine phosphatase non-receptor type 13",-0.312035831321765,5.03262797262182,-0.829492686917624,0.418286229757214,0.720506410364742,-6.45023068166512
"1111","TC0400008086.hg.1","IBSP","3381","integrin binding sialoprotein",0.20751764881223,4.84478792460701,0.322718073908661,0.750831896735848,0.916147812695638,-6.74858355358232
"1112","TC0400008091.hg.1","SPP1","6696","secreted phosphoprotein 1",0.035726282179283,12.5879875840461,0.106437769249136,0.916477128575589,0.974097680730818,-6.79695442928762
"1113","TC0400008093.hg.1","PKD2","5311","polycystin 2, transient receptor potential cation channel",0.508608899848817,6.53287050727008,1.95797943785966,0.0668000885093103,0.24154411395404,-4.99692845352806
"1114","TC0400008105.hg.1","HERC6","55008","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6",2.65473100304708,7.39270900294676,8.03635218845488,3.3573129068262e-07,5.01647528529643e-05,6.92808364905245
"1115","TC0400008106.hg.1","HERC5","51191","HECT and RLD domain containing E3 ubiquitin protein ligase 5",2.88008387814947,7.57589816267243,7.96284568361538,3.8059224749136e-07,5.1172810247438e-05,6.80430045108095
"1116","TC0400008240.hg.1","DAPP1","27071","dual adaptor of phosphotyrosine and 3-phosphoinositides 1",0.434113130148161,6.11723530224878,1.34943964443075,0.194839981005671,0.47054160167793,-5.89870574009463
"1117","TC0400008271.hg.1","NFKB1","4790","nuclear factor kappa B subunit 1",0.325403331282685,10.2546681464753,1.51226885594521,0.148776057953469,0.404875161025886,-5.68153895598658
"1118","TC0400008287.hg.1","CISD2","493856","CDGSH iron sulfur domain 2",0.0229961088743593,7.92350659381489,0.138085466244201,0.891790292113127,0.966936199535736,-6.79291139640286
"1119","TC0400008329.hg.1","GSTCD","79807","glutathione S-transferase C-terminal domain containing",-0.0776265778244101,6.00331534122733,-0.430976544703203,0.671883749604874,0.877928244885647,-6.70628024103618
"1120","TC0400008331.hg.1","NPNT","255743","nephronectin",0.37578171437626,3.6210953343087,1.96230339329312,0.066256941843416,0.239767308295862,-4.98971389938365
"1121","TC0400008345.hg.1","SGMS2","166929","sphingomyelin synthase 2",0.644862242358254,9.26728059771419,3.35827371194227,0.00371662719416395,0.0362429835018261,-2.29262237939356
"1122","TC0400008347.hg.1","CYP2U1","113612","cytochrome P450 family 2 subfamily U member 1",-0.149525243591539,5.24813682381373,-0.539288126296592,0.596659587468683,0.83901858201425,-6.6520922282764
"1123","TC0400008348.hg.1","HADH","3033","hydroxyacyl-CoA dehydrogenase",0.0274862154007076,7.09632946112135,0.110690731852586,0.913153904463338,0.974097680730818,-6.79647188055311
"1124","TC0400008424.hg.1","FAM241A","132720","family with sequence similarity 241 member A",0.665549991808602,8.52180957035232,2.26855583912715,0.036565979067593,0.166542394337356,-4.45512631769073
"1125","TC0400008450.hg.1","ANK2","287","ankyrin 2",-0.0146013206026194,3.12935674703541,-0.0392815221753523,0.969122155264498,0.993135801589636,-6.80206976579502
"1126","TC0400008557.hg.1","USP53","54532","ubiquitin specific peptidase 53",0.502872338547641,7.57143357618763,1.03705323852131,0.314193498487735,0.621145661542974,-6.25771286421767
"1127","TC0400008604.hg.1","EXOSC9","5393","exosome component 9",0.635131094062048,8.50002880001178,2.33004142231431,0.0323398076668485,0.154749988752936,-4.34268641054699
"1128","TC0400008609.hg.1","KIAA1109","84162","KIAA1109",-0.0270937694447451,7.13150188018399,-0.136444871024737,0.893067463920242,0.966936199535736,-6.79314665362877
"1129","TC0400008616.hg.1","BBS12","166379","Bardet-Biedl syndrome 12",-0.0460916855359326,4.54124173194435,-0.180648452894447,0.858773016222249,0.956565093423716,-6.78582816907002
"1130","TC0400008620.hg.1","SPATA5","166378","spermatogenesis associated 5",0.0132766259613835,5.67241517795693,0.0570353113006579,0.955180035210592,0.989575916594825,-6.80117570297689
"1131","TC0400008628.hg.1","SPRY1","10252","sprouty RTK signaling antagonist 1",0.541138250501682,4.36643269850362,0.982762961069928,0.339462662630913,0.648676177106595,-6.31177743530259
"1132","TC0400008663.hg.1","HSPA4L","22824","heat shock protein family A (Hsp70) member 4 like",-0.53894643716627,4.02951910641522,-1.03479892259733,0.315215256122928,0.622103564704475,-6.26000888265115
"1133","TC0400008664.hg.1","PLK4","10733","polo like kinase 4",-0.658495842094723,4.28087434622706,-2.16901655126358,0.0445062147854505,0.188872444023745,-4.63372619107474
"1134","TC0400008668.hg.1","LARP1B","55132","La ribonucleoprotein domain family member 1B",-0.0905774497059948,7.07629807979103,-0.461023488793321,0.650607174895334,0.867514739126018,-6.69242869179234
"1135","TC0400008680.hg.1","JADE1","79960","jade family PHD finger 1",-0.779295458226223,4.50838818635361,-2.08011338246701,0.0529068841119679,0.206980310140739,-4.78941354794842
"1136","TC0400008686.hg.1","C4orf33","132321","chromosome 4 open reading frame 33",0.148836868044233,5.72779027684093,0.549278598719142,0.589935311449794,0.835913349463633,-6.64650358846056
"1137","TC0400008785.hg.1","NOCT","25819","nocturnin",1.65660849144761,8.35238451293324,9.33598525495904,4.08520769827354e-08,9.95930634652791e-06,8.99502474910988
"1138","TC0400008803.hg.1","RAB33B","83452","RAB33B, member RAS oncogene family",-0.324966160295128,6.15957045585284,-1.65446340801226,0.11632054088787,0.34294971770772,-5.47666036661044
"1139","TC0400008813.hg.1","MGST2","4258","microsomal glutathione S-transferase 2",0.0695660424233022,7.25977502913391,0.314734445597097,0.756781563481177,0.916478769877719,-6.75122884553884
"1140","TC0400008861.hg.1","IL15","3600","interleukin 15",1.64492164896523,5.4796517902763,4.86913333788713,0.000142988757441418,0.0038960230851097,0.91248391220368
"1141","TC0400008882.hg.1","SMARCA5","8467","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",0.714905878094791,9.1843526655489,4.17909732814156,0.000625592487644545,0.0116605174312694,-0.548892510583755
"1142","TC0400008902.hg.1","ABCE1","6059","ATP binding cassette subfamily E member 1",-0.350490299391979,9.29215949404293,-2.24335359262177,0.0384420139327078,0.172041940614785,-4.50075605693484
"1143","TC0400009048.hg.1","TLR2","7097","toll like receptor 2",-0.339556793350689,8.23519016438224,-1.05166265232757,0.307629401779425,0.61525880355885,-6.24272680752766
"1144","TC0400009064.hg.1","FGB","2244","fibrinogen beta chain",0.0777309422652634,3.43128262870036,0.318385352204765,0.754058809418103,0.916478769877719,-6.75002727944454
"1145","TC0400009080.hg.1","NPY2R","4887","neuropeptide Y receptor Y2",-0.0625402020550925,3.25267845513397,-0.284973300149444,0.779096548732222,0.925573891792462,-6.76051228195854
"1146","TC0400009086.hg.1","GUCY1A1","2982","guanylate cyclase 1 soluble subunit alpha 1",0.535969669881021,3.01367928767494,2.12843820681089,0.0481762164687937,0.197305247288641,-4.7052513634094
"1147","TC0400009090.hg.1","TDO2","6999","tryptophan 2,3-dioxygenase",-0.299024813314847,3.53726248108929,-0.834646173296176,0.415456999851187,0.718594780922592,-6.44592312898912
"1148","TC0400009137.hg.1","FNIP2","57600","folliculin interacting protein 2",0.392830890790004,10.7735022550779,2.69995465386266,0.0151469685223909,0.094049273720797,-3.63679438355469
"1149","TC0400009221.hg.1","MSMO1","6307","methylsterol monooxygenase 1",-0.236396744968379,7.55088506964168,-0.560827290031993,0.582209970868328,0.831574648492783,-6.63992000868043
"1150","TC0400009223.hg.1","CPE","1363","carboxypeptidase E",0.280067513626332,3.79165023938735,0.666181236387067,0.514207214494718,0.786854250921551,-6.57380959815502
"1151","TC0400009284.hg.1","CLCN3","1182","chloride voltage-gated channel 3",-0.301133307727863,7.95303140259899,-1.37136924190079,0.188036745146308,0.460352116024154,-5.87059659408276
"1152","TC0400009352.hg.1","CEP44","80817","centrosomal protein 44",-0.574960862091244,5.02838991228791,-2.23512090144509,0.0390739023293295,0.173528586375316,-4.51560247681433
